node	size
813	24
814	49
815	30
816	37
817	138
818	72
819	31
820	373
821	79
822	37
823	46
824	61
825	47
826	172
827	18
828	54
829	29
830	36
831	41
832	96
833	207
834	31
835	23
836	19
837	38
838	60
839	25
840	25
841	75
842	25
843	82
844	6
845	46
846	102
847	17
848	136
849	66
850	34
851	50
852	263
853	212
854	100
855	124
856	109
857	58
858	73
859	63
860	32
861	98
862	43
863	105
864	293
865	124
866	25
867	105
868	117
869	100
870	52
871	324
872	143
873	88
874	219
875	139
876	56
877	31
878	150
879	160
880	50
881	73
882	40
883	41
884	247
885	95
886	79
887	92
888	55
889	80
890	54
891	120
892	190
893	178
894	27
895	54
896	49
897	19
898	283
899	441
900	175
901	34
902	941
903	175
904	204
905	78
906	87
907	424
908	297
909	190
910	221
911	53
912	365
913	63
914	460
915	253
916	294
917	145
918	78
919	150
920	233
921	102
922	265
923	36
924	40
925	96
926	99
927	93
928	1193
929	54
930	71
931	288
932	741
933	292
934	97
935	90
936	85
937	52
938	2114
939	97
940	85
941	85
942	99
943	96
944	620
945	1315
946	302
947	469
948	91
949	53
950	927
951	129
952	95
953	91
954	99
955	1453
956	89
957	156
958	1183
959	406
960	2340
961	1152
962	1213
963	2737
