node	children_node
361	0,165,224,225,249
362	0,15,165,224,225,279
363	0,165,224,225,238,279
364	0,165,238,279
365	3,36,46,58,62,63,68,69,72,82,86,88,112,118,135,139,145,152,153,154,157,159,168,228,255,269,277,292,303,318,348
366	4,150,202
367	5,53,263
368	5,28,151,280,304,313,332
369	5,333
370	6
371	6
372	6,175
373	6
374	6
375	6,10,54,165,224,225
376	6,10
377	6,51
378	6
379	6,51
380	6
381	6
382	6
383	6
384	7
385	7,44,111,243
386	7,165,224,225,238,292
387	8,114
388	9,43,50,132,212,268,300,329,335
389	9,274,305,328,329,339
390	9,30,90,105,168
391	9,125,305,328,332
392	10,81,99,165,210,224,225,279
393	10,165,224,225,238,279
394	10,54,165,189,224,226
395	10,28,55,151,189,226
396	11,38,39,144,147,200,234,319,349,355
397	15,216
398	15
399	15,105,115
400	15,42,63,70,71,81,86,92,98,112,136,138,165,189,202,204,216,217,260,294,317
401	15
402	15,126,127
403	15,216
404	15,216
405	15,216
406	15,216
407	15,127,168,216,281
408	22,189,226
409	22
410	26
411	28,333
412	29,63,189
413	29
414	30,63,68,168,238,279
415	30,263
416	31,40,49,93
417	32,69
418	38,277
419	40,47,90,94,95,101,132,212,260,268,289,300,327,335
420	40
421	40
422	40,47,256
423	43
424	43,132,253,298,329
425	44,111,243
426	44,111,243
427	44,111,243
428	44,111,243
429	44,111,243
430	45,77
431	47,305,328,344
432	50
433	50
434	51,68,175
435	51,168
436	53,168,238,241,267,279
437	53,168,241,267
438	54
439	54,237
440	54,237
441	54,165,224,225,238,279
442	54,279
443	54,105,189
444	54
445	54,238,309
446	55
447	59,197
448	61,159
449	61,62,159,236,346
450	61,62,159,236
451	61,236
452	63,189
453	63
454	67,352
455	68
456	73,105,115,168
457	73,305
458	74,127,204,218,305,328
459	76,189,240
460	80,307
461	84
462	85,305
463	86,133
464	86,88,133,197,250
465	86,133
466	86
467	86,88
468	101
469	105,238
470	105
471	105
472	108,135,161
473	108,135,260
474	110
475	115,168
476	116,125,337
477	117
478	119,170
479	119,132,335
480	124,134
481	125
482	125
483	125,235
484	125
485	125,329
486	125
487	126,175,216
488	127
489	128
490	129,186,211
491	130
492	130,139,157,193,202,216,222,262
493	131
494	132,335
495	132,264,335
496	132,264,335
497	132,289,298
498	132,289
499	142,280
500	150
501	151
502	165,216
503	168
504	175
505	175,271
506	175
507	189
508	189
509	202
510	202
511	210,279
512	211
513	212
514	216,279
515	216
516	216
517	222
518	238,279
519	238
520	241,267
521	243
522	243
523	246
524	250
525	250
526	253,298
527	256
528	263
529	263
530	263,305,328
531	263
532	263,305,328,333
533	263
534	263
535	263
536	263
537	263
538	263
539	264
540	272
541	274
542	274
543	277,278
544	280
545	290
546	298
547	304
548	304
549	304
550	305
551	305,328,333
552	305
553	329
554	329
555	329
556	329
557	329
558	329
559	329
560	329
561	329,331,344
562	331
563	337
564	345,346
565	347
566	370,543
567	547
568	371,448,489
569	517
570	384,385,425,426,427,428,429,499,521,522,563
571	361
572	374
573	482
574	424
575	417
576	379,380,549,558,559
577	495,496,539
578	474,477,478,490
579	509
580	503
581	452
582	375,438,439,440
583	386,414,469
584	453
585	479,500
586	366,432,433,463,464,510
587	493
588	454
589	441
590	462,550
591	376,393,436,518
592	394,442
593	410
594	388
595	460,480,483
596	430
597	362,445,514,515,516
598	362,363
599	527,551
600	530,562
601	485,519
602	505,554
603	491
604	475
605	434,506
606	397,401
607	446,501
608	548
609	395
610	486
611	498
612	387,409,545
613	532,533
614	512
615	528,529
616	534,537
617	402
618	416,555,565
619	471,473,542,557
620	415,420,421,451,457,470,544,556
621	390,541
622	540
623	412
624	476
625	391,458,513,552
626	467
627	418
628	377,378
629	488
630	431,508,560,561
631	570,571
632	622
633	587
634	481,526,573,595
635	372,605
636	553,572
637	494,577
638	413,447,546,579
639	455,585
640	599,600
641	443,444,592
642	466,487,504,628
643	404,405,406,627
644	437,524,580
645	368,411,507,608,609
646	399,456,604
647	569
648	461,610
649	611
650	536,613
651	422,459,621
652	497,586,593,614
653	465,626
654	567,617,629
655	568
656	364,566
657	450,472,484,523,582,641,655,656
658	649
659	623,638
660	639
661	367,408,602,607,645
662	378,520,525,644
663	633,648
664	423,468,574,578,637
665	392,511,646
666	377,381,662
667	373,377,662
668	369,389,419,590,618,619,620,625,630,651,661
669	662
670	665
671	594,596,624,631,652,653,664
672	377,382,662
673	377,383,662
674	377,381,662
675	396,581,588,612,632,634,658,659,660,663,671
676	672
677	674
678	674
679	666
680	666
681	400,403,492,502,597,598,606,642,643,669,670
682	531,535,538,615,616,668
683	564,673
684	398,407,603,654,681
685	666,676
686	683
687	683
688	679,680
689	584,640,650,682
690	449,667,677,678,685,686,687,688
691	365,435,575,576,583,589,591,601,635,636,647,690
692	657,684,691
