node	children_node
565	152,153,193,222,261,262,276
566	165,224
567	165,216
568	165,224,225
569	165,224,279
570	168
571	168,279
572	172
573	175
574	175,271
575	175
576	181,213
577	184
578	189,256
579	189
580	189,282,305
581	189
582	189
583	189,280,282
584	189
585	189
586	204
587	206
588	207,208
589	207,329
590	210,279
591	212
592	216,279
593	216
594	216
595	220,301,310,312
596	222
597	226
598	226
599	227
600	227
601	235,244
602	238,279
603	238
604	241
605	241,255
606	241,267
607	245,341
608	246
609	248,256
610	248,256
611	248
612	250
613	250
614	255,281
615	255
616	256
617	263
618	263
619	263,305,328
620	263
621	263,305,328,333
622	263
623	263
624	263
625	263
626	263
627	263
628	274
629	274
630	277,278
631	278
632	279
633	279
634	279
635	279
636	279
637	280
638	280
639	281
640	282
641	304
642	304
643	304
644	305
645	305,328,333
646	305
647	305
648	313
649	316
650	329
651	329
652	329
653	329
654	329
655	329
656	329
657	329
658	329
659	329,331,344
660	331
661	337
662	345,346
663	347
664	354
665	548
666	398,632
667	410,411
668	661
669	373,630
670	641
671	450,533,566,633
672	374,479,557
673	468
674	596
675	377
676	597,598
677	448
678	530
679	386,387,643,656,657
680	541,542
681	435,436,437,438,441
682	534
683	572
684	504
685	506,507
686	503,505
687	464,527
688	379,380
689	588
690	609,646
691	366,393
692	367
693	570
694	361
695	580,610,637
696	378,469,470,471
697	391,431,531
698	600,604,605
699	483
700	472
701	525,644
702	381,399,465,602
703	545
704	486,487
705	601,649
706	406,459,562,565,576
707	478,485,501,587
708	400,473
709	563,664
710	401
711	463
712	607
713	402,403
714	363,476,592,593,594
715	363,364
716	616,645
717	619,660
718	639
719	551,552,553
720	554,603
721	407
722	611
723	574,651
724	508,512,513,514
725	509,515,516,517
726	510,518,519,520
727	511,521,522,523
728	529
729	529
730	529
731	529
732	560
733	544
734	460,575
735	409,416
736	477,564
737	642
738	404
739	396,583,640
740	621,622
741	383,384,558,559
742	617,618
743	623,626
744	417
745	442
746	444,445,455,528,582
747	458
748	446,652,663
749	495,496,497
750	536,539,629,654
751	433,452,453,482,489,535,638,653
752	395,628
753	397,499,591,647
754	569,634,635,648
755	362,422,423,424
756	405,447
757	615
758	369,584,589
759	449
760	382,385
761	537,636
762	556
763	456,585,658,659
764	665
765	434,439,440,443,444,457,747
766	578,579,694,739
767	375,734
768	631,701
769	650,675
770	543,678,680
771	392,614,688,698
772	689,713
773	427,432,532,547,721
774	612,693
775	716,717
776	540,703
777	666
778	429,577,706,707,709,712
779	546,711
780	474,475,708
781	668,745
782	526,555,573,760
783	419,420,421,759
784	466,612,693
785	718,719,722
786	371,430,581,737,738
787	524,686,724,728
788	685,725,729
789	684,726,730
790	502,727,731
791	414,488,733
792	674
793	490,491,492,493,494,498,749
794	625,740
795	571,666
796	454,500,752
797	408,756
798	704
799	746
800	655,757
801	670,744,762
802	672
803	365,669
804	764
805	481,538,550,608,696,780,802,803
806	687,691,692,758,800
807	568,683,770,774
808	787,788,789,790
809	773
810	690,695,779
811	484,777
812	370,428,723,736,786
813	385,606,613,784
814	595,705,778
815	667,791
816	741,771
817	795
818	797
819	768
820	398,590,791
821	804
822	804
823	382,388,813
824	754,761,807
825	376,382,813
826	372,394,451,701,748,750,751,753,763,796,812
827	811
828	813
829	820
830	467,815
831	382,389,813
832	382,390,813
833	382,388,813
834	821
835	831
836	833
837	833
838	823
839	823
840	415,418,561,567,714,715,735,782,783,828,829
841	620,624,627,742,743,826
842	766,822
843	671,673,681,682,765,772,793,808,817,824,827
844	662,832
845	834
846	412,425,732,801,840
847	823,835
848	844
849	844
850	838,839
851	699,775,794,841
852	549,586,845
853	480,825,836,837,847,848,849,850
854	368,461,677,679,697,700,702,720,767,769,792,853
855	776,852
856	805,846,854
857	426,462,710,781,855
858	814,857
859	413,599,676,755,785,798,799,806,809,810,816,818,819,830,842,843,858
