node	children_node
735	364,481,616,617,618
736	364,365
737	653
738	567,568,569
739	570,627
740	407
741	637
742	512,516,517,518
743	513,519,520,521
744	514,522,523,524
745	515,525,526,527
746	539
747	539
748	539
749	539
750	578
751	552
752	465,599
753	409,416
754	397,606,654
755	571
756	585
757	393,428,655
758	615
759	382,383,576,577
760	417
761	443
762	445,446,459,538,605
763	461
764	500,501,502
765	644
766	431
767	553
768	594,649,650,661
769	363,422,423,424
770	404,447
771	642
772	370,607,613
773	535
774	449
775	381,384
776	545,651
777	573
778	671
779	435,440,441,444,445,460,763
780	602,603,707,754
781	681,682
782	765
783	715
784	561,640,684,732
785	374,752
786	646,718
787	663,683
788	551,688,690
789	394,641,699,712
790	581,698
791	700,734
792	427,434,542,560,740
793	432,482,656,703
794	638,706
795	491,713
796	548,720
797	672
798	429,601,723,724,727,731
799	559,730
800	479,480,725
801	674,761
802	534,572,598,775
803	419,420,421,774
804	471,638,706
805	737,738,741
806	528,696,742,746
807	695,743,747
808	694,744,748
809	506,745,749
810	414,494,751
811	680
812	495,496,497,498,499,503,764
813	529,755
814	756
815	596,672
816	408,770
817	584,714,726,758
818	721
819	762
820	664,771
821	533,773
822	676,760,777
823	678
824	366,675
825	778
826	486,546,566,634,710,800,823,824
827	814
828	697,704,705,772,820
829	593,693,788,794
830	806,807,808,809
831	792
832	701,708,799
833	766,793
834	795
835	488,797
836	384,630,639,804
837	619,722,798
838	673,810
839	783,813
840	759,789
841	815
842	451,537,686,702,790
843	816
844	786
845	398,614,810
846	825
847	825
848	381,387,836
849	768,776,829
850	375,381,836
851	835
852	836
853	845
854	729,733,767,781,817,821,842
855	472,838
856	381,388,836
857	381,389,836
858	381,387,836
859	846
860	405,709,716,757,782,784,827,833,834,839,854
861	856
862	858
863	858
864	848
865	848
866	415,418,579,592,735,736,753,802,803,852,853
867	780,847
868	677,679,691,692,779,791,812,830,841,849,851
869	669,857
870	859
871	412,425,750,822,866
872	848,861
873	869
874	869
875	864,865
876	564,610,870
877	485,850,862,863,872,873,874,875
878	369,466,687,689,711,717,719,739,785,787,811,877
879	796,876
880	826,871,878
881	426,467,728,801,879
882	837,881
883	413,623,685,769,805,818,819,828,831,832,840,843,844,855,867,868,882
