node	children_node
750	413,418,419,422,423,442,731
751	567,568,677,720
752	654,655
753	737
754	684
755	534,598,656,698
756	617,686
757	524,659,660
758	378,599,669,680
759	547,668
760	670,700
761	403,411,513,533,705
762	410,453,628,673
763	597,676
764	461,682
765	701,702
766	521,687
767	649
768	406,566,690,691,693,697
769	532,696
770	651,729
771	703,704,706
772	369,408,570,718,719
773	501,666,708,712
774	665,709,713
775	664,710,714
776	479,711,715
777	398,464,716
778	466,467,468,469,470,474,733
779	502,721
780	722
781	610,724
782	562,649
783	431,476,736
784	394,743
785	550,683,692,725
786	688
787	730
788	640,744
789	506,746
790	749
791	780
792	667,674,675,745,788
793	559,663,757,763
794	773,774,775,776
795	761
796	671,678,769
797	738,762
798	764
799	458,767
800	368,404,707,717,772
801	583,689,768
802	650,777
803	754,779
804	726,758
805	782
806	432,509,658,672,759
807	784
808	756
809	790
810	790
811	741,747,793
812	370,381,428,686,732,734,735,740,748,783,800
813	799
814	695,699,739,752,785,789,806
815	450,802
816	809
817	391,679,685,723,753,755,791,797,798,803,814
818	605,609,612,727,728,812
819	751,810
820	652,653,661,662,750,760,778,794,805,811,813
821	816
822	681,765,781,818
823	537,577,821
824	766,823
825	402,447,694,770,824
826	801,825
827	397,586,657,742,771,786,787,792,795,796,804,807,808,815,819,820,826
