node	size
813	92
814	55
815	54
816	190
817	178
818	27
819	54
820	49
821	19
822	283
823	441
824	175
825	34
826	941
827	175
828	204
829	78
830	87
831	424
832	297
833	190
834	221
835	53
836	63
837	460
838	253
839	294
840	145
841	78
842	150
843	233
844	102
845	265
846	36
847	40
848	96
849	99
850	93
851	54
852	71
853	288
854	741
855	292
856	97
857	90
858	85
859	52
860	2114
861	97
862	85
863	85
864	99
865	96
866	620
867	302
868	469
869	91
870	53
871	927
872	129
873	95
874	91
875	99
876	89
877	156
878	1183
879	406
880	2340
881	1152
882	1213
883	2737
