node	children_node
580	248,256
581	248
582	250
583	250
584	255,281
585	255
586	277,278
587	278
588	279
589	279
590	279
591	279
592	279
593	280
594	281
595	282
596	304
597	304
598	305
599	305
600	313
601	316
602	329
603	329
604	329
605	329
606	337
607	345,346
608	354
609	523
610	392,588
611	403,404
612	606
613	370,586
614	596
615	439,511,540,589
616	371,462,532
617	452
618	566
619	374
620	567,568
621	437
622	508
623	383,384,597,604,605
624	516,517
625	425,426,427,428,431
626	512
627	546
628	482
629	484,485
630	481,483
631	448,505
632	376,377
633	559
634	579,599
635	366,390
636	367
637	544
638	361
639	553,580,593
640	375,453,454,455
641	388,422,509
642	570,574,575
643	456
644	503,598
645	378,393,449,572
646	520
647	467,468
648	571,601
649	399,443,537,539,549
650	461,466,479,558
651	394,457
652	538,608
653	395
654	447
655	577
656	396,397
657	363,460,562,563,564
658	363,364
659	594
660	526,527,528
661	529,573
662	400
663	581
664	486,490,491,492
665	487,493,494,495
666	488,496,497,498
667	489,499,500,501
668	507
669	507
670	507
671	507
672	535
673	519
674	444,548
675	402,409
676	391,555,595
677	380,381,533,534
678	410
679	432
680	434,435,440,506,554
681	442
682	475,476,477
683	543,590,591,600
684	362,415,416,417
685	398,436
686	585
687	369,556,560
688	438
689	379,382
690	513,592
691	531
692	609
693	424,429,430,433,434,441,681
694	551,552,638,676
695	372,674
696	587,644
697	602,619
698	518,622,624
699	389,584,632,642
700	633,656
701	420,423,510,522,662
702	582,637
703	515,646
704	610
705	421,550,649,650,652,655
706	521,654
707	458,459,651
708	612,679
709	504,530,547,689
710	412,413,414,688
711	450,582,637
712	659,660,663
713	502,630,664,668
714	629,665,669
715	628,666,670
716	480,667,671
717	407,469,673
718	618
719	470,471,472,473,474,478,682
720	545,610
721	401,685
722	647
723	680
724	603,686
725	614,678,691
726	616
727	365,613
728	692
729	464,514,525,578,640,707,726,727
730	631,635,636,687,724
731	542,627,698,702
732	713,714,715,716
733	701
734	634,639,706
735	465,704
736	382,576,583,711
737	565,648,705
738	611,717
739	677,699
740	720
741	721
742	696
743	392,561,717
744	728
745	728
746	379,385,736
747	683,690,731
748	373,379,736
749	735
750	736
751	743
752	451,738
753	379,386,736
754	379,387,736
755	379,385,736
756	744
757	753
758	755
759	755
760	746
761	746
762	408,411,536,541,657,658,675,709,710,750,751
763	694,745
764	615,617,625,626,693,700,719,732,740,747,749
765	607,754
766	756
767	405,418,672,725,762
768	746,757
769	765
770	765
771	760,761
772	524,557,766
773	463,748,758,759,768,769,770,771
774	368,445,621,623,641,643,645,661,695,697,718,773
775	703,772
776	729,767,774
777	419,446,653,708,775
778	737,777
779	406,569,620,684,712,722,723,730,733,734,739,741,742,752,763,764,778
